2.000000000000000027e+27,4.898587196589412842e+11,0.000000000000000000e+00,-2.000000000000000027e+27,0.000000000000000000e+00,0.000000000000000000e+00,-5.806080001499758509e+04,-2.449293598294706421e+11,-1.451519999999999709e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.806080001499758509e+04,-2.449293598294706421e+11,1.451519999999999709e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.898587196589412842e+11,8.000000000000000106e+27,4.429687500000000000e+03,0.000000000000000000e+00,-8.859375000000000000e+02,4.429687500000000000e+03,-2.449293598294706421e+11,-4.000000000000000053e+27,8.887996609491829422e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.449293598294706421e+11,-4.000000000000000053e+27,-8.887996609491829422e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.429687500000000000e+03,9.972112499999997672e+05,0.000000000000000000e+00,-4.429687500000000000e+03,1.476562500000000000e+04,1.451519999999999709e+05,-8.887996609491829422e-12,2.419199999999999418e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.451519999999999709e+05,8.887996609491829422e-12,2.419199999999999418e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000027e+27,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000027e+27,4.898587196589412842e+11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.806080001499758509e+04,-2.449293598294706421e+11,-1.451519999999999709e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.806080001499758509e+04,-2.449293598294706421e+11,1.451519999999999709e+05
0.000000000000000000e+00,-8.859375000000000000e+02,-4.429687500000000000e+03,4.898587196589412842e+11,8.000000000000000106e+27,-4.429687500000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.449293598294706421e+11,-4.000000000000000053e+27,8.887996609491829422e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.449293598294706421e+11,-4.000000000000000053e+27,-8.887996609491829422e-12
0.000000000000000000e+00,4.429687500000000000e+03,1.476562500000000000e+04,0.000000000000000000e+00,-4.429687500000000000e+03,9.972112499999997672e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.451519999999999709e+05,-8.887996609491829422e-12,2.419199999999999418e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.451519999999999709e+05,8.887996609491829422e-12,2.419199999999999418e+05
-5.806080001499758509e+04,-2.449293598294706421e+11,1.451519999999999709e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000027e+27,2.449293598294706421e+11,1.451519999999999709e+05,-2.000000000000000027e+27,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.449293598294706421e+11,-4.000000000000000053e+27,-8.887996609491829422e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.449293598294706421e+11,4.000000000000000053e+27,4.429687499999990905e+03,0.000000000000000000e+00,-8.859375000000000000e+02,4.429687500000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.451519999999999709e+05,8.887996609491829422e-12,2.419199999999999418e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.451519999999999709e+05,4.429687499999990905e+03,5.133712499999998836e+05,0.000000000000000000e+00,-4.429687500000000000e+03,1.476562500000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.806080001499758509e+04,-2.449293598294706421e+11,1.451519999999999709e+05,-2.000000000000000027e+27,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000027e+27,2.449293598294706421e+11,1.451519999999999709e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
