1.051194077030448098e+05,4.135640528009729314e+04,1.631605497198406056e+03,-1.041594077030448098e+05,-4.135640528009728587e+04,-7.683945028015939442e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.600000000000000000e+02,-7.901421148098721654e-12,2.400000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.135640528009730042e+04,1.473109566148405138e+05,1.920986257003984747e+03,-4.135640528009729314e+04,-1.731095661484051016e+04,1.920986257003984974e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.901421148098721654e-12,-1.300000000000000000e+05,-1.469576158976823797e-13,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.631605497198406056e+03,1.920986257003984747e+03,1.542781352708207487e+04,7.683945028015939442e+02,-1.920986257003984974e+03,3.713906763541037435e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.400000000000000000e+03,1.469576158976823797e-13,4.000000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.041594077030448098e+05,-4.135640528009728587e+04,7.683945028015939442e+02,1.877050077030448010e+05,-2.058279471990271122e+04,2.208394502801594172e+03,-8.354560000000000582e+04,6.193919999999999709e+04,1.440000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.135640528009729314e+04,-1.731095661484051016e+04,-1.920986257003984974e+03,-2.058279471990270395e+04,6.472535661484050797e+04,-9.862570039849742898e-01,6.193919999999999709e+04,-4.741440000000000146e+04,1.920000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-7.683945028015939442e+02,1.920986257003984974e+03,3.713906763541037435e+03,2.208394502801594172e+03,-9.862570039849742898e-01,1.542781352708207487e+04,-1.440000000000000000e+03,-1.920000000000000000e+03,4.000000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.354560000000000582e+04,6.193919999999999709e+04,-1.440000000000000000e+03,8.542060000000000582e+04,-6.193920000000000437e+04,2.310000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.875000000000000000e+03,9.835444605652180634e-12,3.750000000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.193919999999999709e+04,-4.741440000000000146e+04,-1.920000000000000000e+03,-6.193920000000000437e+04,2.099143999999999942e+05,-1.919999999999999773e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.835444605652180634e-12,-1.625000000000000000e+05,2.296212748401287310e-13
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.440000000000000000e+03,1.920000000000000000e+03,4.000000000000000000e+03,2.310000000000000000e+03,-1.919999999999999773e+03,1.800000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.750000000000000000e+03,-2.296212748401287310e-13,5.000000000000000000e+03
-9.600000000000000000e+02,-7.901421148098721654e-12,-2.400000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.600000000000000000e+02,7.901421148098721654e-12,-2.400000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-7.901421148098721654e-12,-1.300000000000000000e+05,1.469576158976823797e-13,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.901421148098721654e-12,1.300000000000000000e+05,1.469576158976823797e-13,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.400000000000000000e+03,-1.469576158976823797e-13,4.000000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.400000000000000000e+03,1.469576158976823797e-13,8.000000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.875000000000000000e+03,9.835444605652180634e-12,-3.750000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.875000000000000000e+03,-9.835444605652180634e-12,-3.750000000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.835444605652180634e-12,-1.625000000000000000e+05,-2.296212748401287310e-13,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.835444605652180634e-12,1.625000000000000000e+05,-2.296212748401287310e-13
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.750000000000000000e+03,2.296212748401287310e-13,5.000000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.750000000000000000e+03,-2.296212748401287310e-13,1.000000000000000000e+04
